,clean_text,airline_sentiment
4439,southwestair strives customer centric everything communications advertising customer journey etc anamarketers,2
4440,southwestair la always traffic insane one issue flight,0
4441,southwestair insane traffic la trying call schedule flight phone minutes nothing,0
4442,southwestair airline trouble amp getting satisfactory customer service contact http co aqjn hwnac negotiate resolutions,1
4443,southwestair hey southwest help find flight nashville washington dc raleigh march please,1
4444,southwestair longer change trips companion online years get message done online,0
4445,southwestair adding rr number marriott stay hard take rr number checkin marriott phone cs helpful,0
4446,southwestair spiritairlines fly toronto killing smalls,0
4447,southwestair thank,1
4448,southwestair traditionally used sledge hammer low taking share driving scalpel approach data science anamarketers,1
4449,southwestair customer centricity knowing people anamarketers,2
4450,southwestair used guys travels last experience never use southwest worstcustomerservice,0
4451,southwestair america largest airline passengers carried wonder b c customer service bible anamarketers,1
4452,southwestair vipliveinthevieyard first time tried redeem pts anything really go well disappointed,0
4453,southwestair ok thank hope,2
4454,southwestair way receive refund trip cancelled flight online instead calling phone lines super busy,0
4455,southwestair intuit jhamilton moms careers day trip la intuitlife leanin http co qjbcv jzq southwestairlines,2
4456,southwestair resource check delays cancelled flightlations love field flying tomorrow stressed weather,1
4457,southwestair switching planes due mechanical problems reboarding work end long line stuck middle,0
4458,southwestair booked via phone calling list preferred kta get added ticket must use web,0
4459,southwestair tried vip live vineyard yr site went time got redeem pts packages gone,0
4460,southwestair oscar worthy entrance la http co tmthvfdc,1
4461,southwestair best airline hands amazing customer service bags free affordable flights happycamper,2
4462,southwestair thanks ella mae las counter going beyond help us get back abq flight cancelled flightled,2
4463,southwestair phlairport flight arrives e penguin plane,1
4464,southwestair thank taking good care people als http co yywafkfi kevinswan alstdi life story,2
4465,southwestair smoooothest flight attendants southwestsmoothie http co vr k lai,2
4466,southwestair southwest airline cancelled flight flights charleston pm flight cancelled flightation really weather relate flightd,0
4467,southwestair stepup makeitright best money hungry wewillsee,1
4468,southwestair thanks text exactly timely data throughout issues today maybe http co aau mka zy,0
4469,southwestair called rep pleasant less helpful told sol train consistent cx,0
4470,southwestair year customer lost inches really hurt every time person front shifts raps knees,0
4471,southwestair less pts helped partnerrewards incoming fast enough keep pts expiring,1
4472,southwestair wife rr pts expired days ago planning flight booking problems trip today anything us tight budget,1
4473,southwestair would great atleast next husband flying reservation,0
4474,southwestair customer relations still open texas,0
4475,southwestair thank tip,2
4476,southwestair hate evolved seating knees seat pocket http co fornpf ky,0
4477,southwestair thanks team dealing flight houston,2
4478,southwestair bumped preboard flights fat whatever reason thanks,2
4479,southwestair heart southwest commercials aimed satisfy nano smattering travelers destinations,0
4480,southwestair urgently need two receipts sent cs closed help,1
4481,southwestair sent,1
4482,southwestair etd swa phl appears delayed info available gate,0
4483,southwestair tell cancelled flightled flight vs delay,0
4484,southwestair bday yesterday girl gave birth first born get courtesy flight change lynn thanks,0
4485,cb know southwestair,1
4486,southwestair need know status cancelled flightled instead delaying flight,0
4487,southwestair weather time cancelled flighted meeting today,0
4488,southwestair flight empty rude http co rl p jchb,1
4489,southwestair left ipad seat pocket filed lost item report received exactly week late flightr record unbelievable,2
